revenue,expenses,profit,year,month,day,company,date
5118,966,4152,2010,12,24,xyz,2039-12-24
1424,716,708,2010,12,25,xyz,2039-12-25
7383,3200,4183,2010,12,26,xyz,2039-12-26
8821,1333,7488,2010,12,27,xyz,2039-12-27
5489,7261,-1772,2010,12,28,xyz,2039-12-28
6147,6295,-148,2010,12,29,xyz,2039-12-29
6373,5385,988,2010,12,30,xyz,2039-12-30
1475,9609,-8134,2010,12,31,xyz,2039-12-31
9464,9634,-170,2011,1,1,xyz,2040-01-01
4008,3947,61,2011,1,2,xyz,2040-01-02
7501,3494,4007,2011,1,3,xyz,2040-01-03
1779,1330,449,2011,1,4,xyz,2040-01-04
5089,9076,-3987,2011,1,5,xyz,2040-01-05
2050,6793,-4743,2011,1,6,xyz,2040-01-06
1633,9130,-7497,2011,1,7,xyz,2040-01-07
5258,3119,2139,2011,1,8,xyz,2040-01-08
3509,3142,367,2011,1,9,xyz,2040-01-09
7313,7748,-435,2011,1,10,xyz,2040-01-10
5764,7599,-1835,2011,1,11,xyz,2040-01-11
1061,7527,-6466,2011,1,12,xyz,2040-01-12
2806,6641,-3835,2011,1,13,xyz,2040-01-13
7463,9707,-2244,2011,1,14,xyz,2040-01-14
4209,2072,2137,2011,1,15,xyz,2040-01-15
5269,6895,-1626,2011,1,16,xyz,2040-01-16
1516,5355,-3839,2011,1,17,xyz,2040-01-17
8484,8880,-396,2011,1,18,xyz,2040-01-18
6397,8585,-2188,2011,1,19,xyz,2040-01-19
9973,3420,6553,2011,1,20,xyz,2040-01-20
6260,4891,1369,2011,1,21,xyz,2040-01-21
3798,4097,-299,2011,1,22,xyz,2040-01-22
6014,2990,3024,2011,1,23,xyz,2040-01-23
2603,8650,-6047,2011,1,24,xyz,2040-01-24
9809,8435,1374,2011,1,25,xyz,2040-01-25
1229,7529,-6300,2011,1,26,xyz,2040-01-26
7815,1550,6265,2011,1,27,xyz,2040-01-27
4545,3373,1172,2011,1,28,xyz,2040-01-28
7421,5906,1515,2011,1,29,xyz,2040-01-29
9334,3224,6110,2011,1,30,xyz,2040-01-30
2787,1594,1193,2011,1,31,xyz,2040-01-31
7292,8896,-1604,2011,2,1,xyz,2040-02-01
3118,7910,-4792,2011,2,2,xyz,2040-02-02
5431,1127,4304,2011,2,3,xyz,2040-02-03
5670,3782,1888,2011,2,4,xyz,2040-02-04
2247,9264,-7017,2011,2,5,xyz,2040-02-05
8928,2053,6875,2011,2,6,xyz,2040-02-06
9237,6079,3158,2011,2,7,xyz,2040-02-07
6645,4095,2550,2011,2,8,xyz,2040-02-08
7502,7183,319,2011,2,9,xyz,2040-02-09
3194,1148,2046,2011,2,10,xyz,2040-02-10
4297,1646,2651,2011,2,11,xyz,2040-02-11
9535,5481,4054,2011,2,12,xyz,2040-02-12
1128,3562,-2434,2011,2,13,xyz,2040-02-13
5531,4329,1202,2011,2,14,xyz,2040-02-14
1305,3992,-2687,2011,2,15,xyz,2040-02-15
8155,5841,2314,2011,2,16,xyz,2040-02-16
1704,2088,-384,2011,2,17,xyz,2040-02-17
6019,3890,2129,2011,2,18,xyz,2040-02-18
9105,3936,5169,2011,2,19,xyz,2040-02-19
9384,2344,7040,2011,2,20,xyz,2040-02-20
1331,8937,-7606,2011,2,21,xyz,2040-02-21
9241,8701,540,2011,2,22,xyz,2040-02-22
5840,4922,918,2011,2,23,xyz,2040-02-23
6310,2046,4264,2011,2,24,xyz,2040-02-24
8863,5681,3182,2011,2,25,xyz,2040-02-25
2936,5080,-2144,2011,2,26,xyz,2040-02-26
9893,7126,2767,2011,2,27,xyz,2040-02-27
2312,8276,-5964,2011,2,28,xyz,2040-02-28
8969,6648,2321,2011,2,29,xyz,2040-02-29
2385,2766,-381,2011,3,1,xyz,2040-03-01
5110,4414,696,2011,3,2,xyz,2040-03-02
4842,2655,2187,2011,3,3,xyz,2040-03-03
1321,584,737,2011,3,4,xyz,2040-03-04
9363,760,8603,2011,3,5,xyz,2040-03-05
6540,8606,-2066,2011,3,6,xyz,2040-03-06
2232,5319,-3087,2011,3,7,xyz,2040-03-07
2881,7835,-4954,2011,3,8,xyz,2040-03-08
9433,9458,-25,2011,3,9,xyz,2040-03-09
6097,3645,2452,2011,3,10,xyz,2040-03-10
3821,8485,-4664,2011,3,11,xyz,2040-03-11
9738,3950,5788,2011,3,12,xyz,2040-03-12
4267,3669,598,2011,3,13,xyz,2040-03-13
5977,8294,-2317,2011,3,14,xyz,2040-03-14
3440,8568,-5128,2011,3,15,xyz,2040-03-15
7851,3820,4031,2011,3,16,xyz,2040-03-16
2307,2048,259,2011,3,17,xyz,2040-03-17
2843,9262,-6419,2011,3,18,xyz,2040-03-18
4163,1023,3140,2011,3,19,xyz,2040-03-19
2021,7109,-5088,2011,3,20,xyz,2040-03-20
7843,6664,1179,2011,3,21,xyz,2040-03-21
9551,3212,6339,2011,3,22,xyz,2040-03-22
2908,4338,-1430,2011,3,23,xyz,2040-03-23
2677,9879,-7202,2011,3,24,xyz,2040-03-24
6582,4123,2459,2011,3,25,xyz,2040-03-25
4043,9256,-5213,2011,3,26,xyz,2040-03-26
7480,8247,-767,2011,3,27,xyz,2040-03-27
9666,5947,3719,2011,3,28,xyz,2040-03-28
4814,8071,-3257,2011,3,29,xyz,2040-03-29
1045,1537,-492,2011,3,30,xyz,2040-03-30
6080,3952,2128,2011,3,31,xyz,2040-03-31
6149,1087,5062,2011,4,1,xyz,2040-04-01
8378,4527,3851,2011,4,2,xyz,2040-04-02
4262,5662,-1400,2011,4,3,xyz,2040-04-03
5727,4808,919,2011,4,4,xyz,2040-04-04
1761,718,1043,2011,4,5,xyz,2040-04-05
8896,8995,-99,2011,4,6,xyz,2040-04-06
2119,862,1257,2011,4,7,xyz,2040-04-07
9977,6859,3118,2011,4,8,xyz,2040-04-08
7499,9788,-2289,2011,4,9,xyz,2040-04-09
8755,1144,7611,2011,4,10,xyz,2040-04-10
5878,9831,-3953,2011,4,11,xyz,2040-04-11
3677,3796,-119,2011,4,12,xyz,2040-04-12
4950,7070,-2120,2011,4,13,xyz,2040-04-13
9782,6508,3274,2011,4,14,xyz,2040-04-14
8817,5727,3090,2011,4,15,xyz,2040-04-15
4849,9228,-4379,2011,4,16,xyz,2040-04-16
3119,9218,-6099,2011,4,17,xyz,2040-04-17
3029,503,2526,2011,4,18,xyz,2040-04-18
3769,789,2980,2011,4,19,xyz,2040-04-19
6877,5142,1735,2011,4,20,xyz,2040-04-20
9094,1909,7185,2011,4,21,xyz,2040-04-21
6934,5760,1174,2011,4,22,xyz,2040-04-22
3855,2052,1803,2011,4,23,xyz,2040-04-23
9738,2151,7587,2011,4,24,xyz,2040-04-24
5313,1133,4180,2011,4,25,xyz,2040-04-25
6128,5818,310,2011,4,26,xyz,2040-04-26
7958,3259,4699,2011,4,27,xyz,2040-04-27
7849,3398,4451,2011,4,28,xyz,2040-04-28
3314,8339,-5025,2011,4,29,xyz,2040-04-29
1831,5011,-3180,2011,4,30,xyz,2040-04-30
3908,8777,-4869,2011,5,1,xyz,2040-05-01
5493,1590,3903,2011,5,2,xyz,2040-05-02
4289,3187,1102,2011,5,3,xyz,2040-05-03
4596,864,3732,2011,5,4,xyz,2040-05-04
1745,9980,-8235,2011,5,5,xyz,2040-05-05
5801,5383,418,2011,5,6,xyz,2040-05-06
2875,812,2063,2011,5,7,xyz,2040-05-07
9763,5398,4365,2011,5,8,xyz,2040-05-08
2199,8281,-6082,2011,5,9,xyz,2040-05-09
6472,4981,1491,2011,5,10,xyz,2040-05-10
9415,727,8688,2011,5,11,xyz,2040-05-11
5605,6540,-935,2011,5,12,xyz,2040-05-12
1708,4558,-2850,2011,5,13,xyz,2040-05-13
8204,9642,-1438,2011,5,14,xyz,2040-05-14
2574,8378,-5804,2011,5,15,xyz,2040-05-15
2623,3150,-527,2011,5,16,xyz,2040-05-16
4701,7516,-2815,2011,5,17,xyz,2040-05-17
9488,5047,4441,2011,5,18,xyz,2040-05-18
3068,7901,-4833,2011,5,19,xyz,2040-05-19
5650,912,4738,2011,5,20,xyz,2040-05-20
4464,3571,893,2011,5,21,xyz,2040-05-21
4685,3893,792,2011,5,22,xyz,2040-05-22
5598,8887,-3289,2011,5,23,xyz,2040-05-23
1225,4267,-3042,2011,5,24,xyz,2040-05-24
4223,563,3660,2011,5,25,xyz,2040-05-25
2120,2786,-666,2011,5,26,xyz,2040-05-26
3511,1511,2000,2011,5,27,xyz,2040-05-27
1689,6108,-4419,2011,5,28,xyz,2040-05-28
7540,4899,2641,2011,5,29,xyz,2040-05-29
4366,8855,-4489,2011,5,30,xyz,2040-05-30
7827,2405,5422,2011,5,31,xyz,2040-05-31
3645,1675,1970,2011,6,1,xyz,2040-06-01
2838,9700,-6862,2011,6,2,xyz,2040-06-02
2445,6288,-3843,2011,6,3,xyz,2040-06-03
5881,5233,648,2011,6,4,xyz,2040-06-04
8892,1695,7197,2011,6,5,xyz,2040-06-05
2809,2191,618,2011,6,6,xyz,2040-06-06
9925,6270,3655,2011,6,7,xyz,2040-06-07
3618,4964,-1346,2011,6,8,xyz,2040-06-08
7579,9650,-2071,2011,6,9,xyz,2040-06-09
5270,5044,226,2011,6,10,xyz,2040-06-10
2909,7357,-4448,2011,6,11,xyz,2040-06-11
5390,6242,-852,2011,6,12,xyz,2040-06-12
6158,5049,1109,2011,6,13,xyz,2040-06-13
6680,1634,5046,2011,6,14,xyz,2040-06-14
2812,8309,-5497,2011,6,15,xyz,2040-06-15
9611,7717,1894,2011,6,16,xyz,2040-06-16
7088,6986,102,2011,6,17,xyz,2040-06-17
8697,2125,6572,2011,6,18,xyz,2040-06-18
4064,7605,-3541,2011,6,19,xyz,2040-06-19
8256,7887,369,2011,6,20,xyz,2040-06-20
6138,2689,3449,2011,6,21,xyz,2040-06-21
9587,4104,5483,2011,6,22,xyz,2040-06-22
9096,1036,8060,2011,6,23,xyz,2040-06-23
5349,5161,188,2011,6,24,xyz,2040-06-24
2189,4166,-1977,2011,6,25,xyz,2040-06-25
5189,5704,-515,2011,6,26,xyz,2040-06-26
9888,7611,2277,2011,6,27,xyz,2040-06-27
1669,6917,-5248,2011,6,28,xyz,2040-06-28
8373,1230,7143,2011,6,29,xyz,2040-06-29
4114,5528,-1414,2011,6,30,xyz,2040-06-30
5766,4539,1227,2011,7,1,xyz,2040-07-01
9640,4613,5027,2011,7,2,xyz,2040-07-02
3852,7397,-3545,2011,7,3,xyz,2040-07-03
2291,4158,-1867,2011,7,4,xyz,2040-07-04
7258,4684,2574,2011,7,5,xyz,2040-07-05
5322,4051,1271,2011,7,6,xyz,2040-07-06
1604,8760,-7156,2011,7,7,xyz,2040-07-07
2863,547,2316,2011,7,8,xyz,2040-07-08
4389,8354,-3965,2011,7,9,xyz,2040-07-09
2305,7629,-5324,2011,7,10,xyz,2040-07-10
7032,8006,-974,2011,7,11,xyz,2040-07-11
2643,9406,-6763,2011,7,12,xyz,2040-07-12
6235,9645,-3410,2011,7,13,xyz,2040-07-13
4474,7464,-2990,2011,7,14,xyz,2040-07-14
5573,3018,2555,2011,7,15,xyz,2040-07-15
7511,2205,5306,2011,7,16,xyz,2040-07-16
3944,9219,-5275,2011,7,17,xyz,2040-07-17
1819,7304,-5485,2011,7,18,xyz,2040-07-18
2804,8330,-5526,2011,7,19,xyz,2040-07-19
9744,6823,2921,2011,7,20,xyz,2040-07-20
4079,6881,-2802,2011,7,21,xyz,2040-07-21
9334,9067,267,2011,7,22,xyz,2040-07-22
1695,1121,574,2011,7,23,xyz,2040-07-23
8111,3270,4841,2011,7,24,xyz,2040-07-24
7209,3197,4012,2011,7,25,xyz,2040-07-25
6671,3831,2840,2011,7,26,xyz,2040-07-26
8804,9370,-566,2011,7,27,xyz,2040-07-27
5004,1961,3043,2011,7,28,xyz,2040-07-28
2279,2992,-713,2011,7,29,xyz,2040-07-29
4228,1818,2410,2011,7,30,xyz,2040-07-30
7108,5576,1532,2011,7,31,xyz,2040-07-31
1553,571,982,2011,8,1,xyz,2040-08-01
2860,9350,-6490,2011,8,2,xyz,2040-08-02
8174,9249,-1075,2011,8,3,xyz,2040-08-03
2173,6266,-4093,2011,8,4,xyz,2040-08-04
6643,8751,-2108,2011,8,5,xyz,2040-08-05
1577,6874,-5297,2011,8,6,xyz,2040-08-06
7597,3984,3613,2011,8,7,xyz,2040-08-07
2121,4079,-1958,2011,8,8,xyz,2040-08-08
3420,8831,-5411,2011,8,9,xyz,2040-08-09
4086,6164,-2078,2011,8,10,xyz,2040-08-10
5684,9972,-4288,2011,8,11,xyz,2040-08-11
8384,517,7867,2011,8,12,xyz,2040-08-12
1980,3638,-1658,2011,8,13,xyz,2040-08-13
5987,8612,-2625,2011,8,14,xyz,2040-08-14
9185,3442,5743,2011,8,15,xyz,2040-08-15
7258,4951,2307,2011,8,16,xyz,2040-08-16
3691,833,2858,2011,8,17,xyz,2040-08-17
9747,2692,7055,2011,8,18,xyz,2040-08-18
7606,8955,-1349,2011,8,19,xyz,2040-08-19
1118,5164,-4046,2011,8,20,xyz,2040-08-20
3125,5423,-2298,2011,8,21,xyz,2040-08-21
5309,7715,-2406,2011,8,22,xyz,2040-08-22
6800,4783,2017,2011,8,23,xyz,2040-08-23
4391,2560,1831,2011,8,24,xyz,2040-08-24
1663,2341,-678,2011,8,25,xyz,2040-08-25
4742,8487,-3745,2011,8,26,xyz,2040-08-26
2600,3210,-610,2011,8,27,xyz,2040-08-27
7829,3798,4031,2011,8,28,xyz,2040-08-28
9372,8394,978,2011,8,29,xyz,2040-08-29
2493,3105,-612,2011,8,30,xyz,2040-08-30
9374,4549,4825,2011,8,31,xyz,2040-08-31
4886,8840,-3954,2011,9,1,xyz,2040-09-01
9071,7687,1384,2011,9,2,xyz,2040-09-02
7429,9162,-1733,2011,9,3,xyz,2040-09-03
3036,686,2350,2011,9,4,xyz,2040-09-04
8260,2701,5559,2011,9,5,xyz,2040-09-05
4214,9466,-5252,2011,9,6,xyz,2040-09-06
7843,9987,-2144,2011,9,7,xyz,2040-09-07
7609,1658,5951,2011,9,8,xyz,2040-09-08
4421,639,3782,2011,9,9,xyz,2040-09-09
3752,7003,-3251,2011,9,10,xyz,2040-09-10
4268,6801,-2533,2011,9,11,xyz,2040-09-11
4734,3487,1247,2011,9,12,xyz,2040-09-12
6786,6688,98,2011,9,13,xyz,2040-09-13
7152,8662,-1510,2011,9,14,xyz,2040-09-14
3349,9217,-5868,2011,9,15,xyz,2040-09-15
8254,1419,6835,2011,9,16,xyz,2040-09-16
4262,4420,-158,2011,9,17,xyz,2040-09-17
5586,2855,2731,2011,9,18,xyz,2040-09-18
4730,6592,-1862,2011,9,19,xyz,2040-09-19
5108,3385,1723,2011,9,20,xyz,2040-09-20
5607,6588,-981,2011,9,21,xyz,2040-09-21
8593,896,7697,2011,9,22,xyz,2040-09-22
9389,2514,6875,2011,9,23,xyz,2040-09-23
8728,7208,1520,2011,9,24,xyz,2040-09-24
3858,4097,-239,2011,9,25,xyz,2040-09-25
7106,2799,4307,2011,9,26,xyz,2040-09-26
6943,1115,5828,2011,9,27,xyz,2040-09-27
9654,2018,7636,2011,9,28,xyz,2040-09-28
7763,9791,-2028,2011,9,29,xyz,2040-09-29
7536,6686,850,2011,9,30,xyz,2040-09-30
2464,1834,630,2011,10,1,xyz,2040-10-01
1885,8372,-6487,2011,10,2,xyz,2040-10-02
9973,1013,8960,2011,10,3,xyz,2040-10-03
8049,6338,1711,2011,10,4,xyz,2040-10-04
7169,5583,1586,2011,10,5,xyz,2040-10-05
3566,6893,-3327,2011,10,6,xyz,2040-10-06
7783,4996,2787,2011,10,7,xyz,2040-10-07
3283,8850,-5567,2011,10,8,xyz,2040-10-08
7046,8519,-1473,2011,10,9,xyz,2040-10-09
3962,2899,1063,2011,10,10,xyz,2040-10-10
1294,2001,-707,2011,10,11,xyz,2040-10-11
3225,5662,-2437,2011,10,12,xyz,2040-10-12
3465,3611,-146,2011,10,13,xyz,2040-10-13
7677,2769,4908,2011,10,14,xyz,2040-10-14
9212,1653,7559,2011,10,15,xyz,2040-10-15
9161,5365,3796,2011,10,16,xyz,2040-10-16
9499,3500,5999,2011,10,17,xyz,2040-10-17
5254,2874,2380,2011,10,18,xyz,2040-10-18
4301,4990,-689,2011,10,19,xyz,2040-10-19
8754,1502,7252,2011,10,20,xyz,2040-10-20
7035,1545,5490,2011,10,21,xyz,2040-10-21
6315,2503,3812,2011,10,22,xyz,2040-10-22
1171,8885,-7714,2011,10,23,xyz,2040-10-23
9866,6974,2892,2011,10,24,xyz,2040-10-24
1521,521,1000,2011,10,25,xyz,2040-10-25
3333,6817,-3484,2011,10,26,xyz,2040-10-26
8062,5574,2488,2011,10,27,xyz,2040-10-27
3837,9167,-5330,2011,10,28,xyz,2040-10-28
4948,1909,3039,2011,10,29,xyz,2040-10-29
3308,6372,-3064,2011,10,30,xyz,2040-10-30
7118,9496,-2378,2011,10,31,xyz,2040-10-31
7902,3174,4728,2011,11,1,xyz,2040-11-01
1778,2682,-904,2011,11,2,xyz,2040-11-02
6078,1743,4335,2011,11,3,xyz,2040-11-03
8921,2669,6252,2011,11,4,xyz,2040-11-04
8328,776,7552,2011,11,5,xyz,2040-11-05
2600,883,1717,2011,11,6,xyz,2040-11-06
2098,9788,-7690,2011,11,7,xyz,2040-11-07
4103,4495,-392,2011,11,8,xyz,2040-11-08
3163,4964,-1801,2011,11,9,xyz,2040-11-09
7170,7237,-67,2011,11,10,xyz,2040-11-10
4336,3613,723,2011,11,11,xyz,2040-11-11
4702,2845,1857,2011,11,12,xyz,2040-11-12
3067,1384,1683,2011,11,13,xyz,2040-11-13
7315,1697,5618,2011,11,14,xyz,2040-11-14
7143,8646,-1503,2011,11,15,xyz,2040-11-15
7716,2121,5595,2011,11,16,xyz,2040-11-16
9326,8994,332,2011,11,17,xyz,2040-11-17
2619,6941,-4322,2011,11,18,xyz,2040-11-18
2468,5565,-3097,2011,11,19,xyz,2040-11-19
8388,5648,2740,2011,11,20,xyz,2040-11-20
1160,938,222,2011,11,21,xyz,2040-11-21
6684,6899,-215,2011,11,22,xyz,2040-11-22
7073,6095,978,2011,11,23,xyz,2040-11-23
5041,9925,-4884,2011,11,24,xyz,2040-11-24
2515,7073,-4558,2011,11,25,xyz,2040-11-25
9404,7852,1552,2011,11,26,xyz,2040-11-26
8592,5347,3245,2011,11,27,xyz,2040-11-27
8336,2378,5958,2011,11,28,xyz,2040-11-28
8647,1114,7533,2011,11,29,xyz,2040-11-29
6747,7466,-719,2011,11,30,xyz,2040-11-30
4792,7242,-2450,2011,12,1,xyz,2040-12-01
4026,7351,-3325,2011,12,2,xyz,2040-12-02
3232,7850,-4618,2011,12,3,xyz,2040-12-03
4448,5438,-990,2011,12,4,xyz,2040-12-04
5277,4398,879,2011,12,5,xyz,2040-12-05
4300,5410,-1110,2011,12,6,xyz,2040-12-06
6239,9595,-3356,2011,12,7,xyz,2040-12-07
2083,895,1188,2011,12,8,xyz,2040-12-08
5963,9465,-3502,2011,12,9,xyz,2040-12-09
6354,6974,-620,2011,12,10,xyz,2040-12-10
6389,8908,-2519,2011,12,11,xyz,2040-12-11
8720,1329,7391,2011,12,12,xyz,2040-12-12
8467,6997,1470,2011,12,13,xyz,2040-12-13
9713,9439,274,2011,12,14,xyz,2040-12-14
4662,706,3956,2011,12,15,xyz,2040-12-15
6032,5579,453,2011,12,16,xyz,2040-12-16
4911,8612,-3701,2011,12,17,xyz,2040-12-17
5403,3038,2365,2011,12,18,xyz,2040-12-18
8408,9083,-675,2011,12,19,xyz,2040-12-19
5157,8225,-3068,2011,12,20,xyz,2040-12-20
3956,5634,-1678,2011,12,21,xyz,2040-12-21
5466,6525,-1059,2011,12,22,xyz,2040-12-22
8954,7418,1536,2011,12,23,xyz,2040-12-23
5165,6200,-1035,2011,12,24,xyz,2040-12-24
6552,3759,2793,2011,12,25,xyz,2040-12-25
5075,3323,1752,2011,12,26,xyz,2040-12-26
5638,2630,3008,2011,12,27,xyz,2040-12-27
6258,5358,900,2011,12,28,xyz,2040-12-28
4947,3847,1100,2011,12,29,xyz,2040-12-29
7409,6679,730,2011,12,30,xyz,2040-12-30
4806,2796,2010,2011,12,31,xyz,2040-12-31
7925,2809,5116,2012,1,1,xyz,2041-01-01
9727,7134,2593,2012,1,2,xyz,2041-01-02
4950,3076,1874,2012,1,3,xyz,2041-01-03
2301,4859,-2558,2012,1,4,xyz,2041-01-04
5981,8675,-2694,2012,1,5,xyz,2041-01-05
2503,7286,-4783,2012,1,6,xyz,2041-01-06
3849,7295,-3446,2012,1,7,xyz,2041-01-07
8963,9348,-385,2012,1,8,xyz,2041-01-08
1352,9870,-8518,2012,1,9,xyz,2041-01-09
9814,8545,1269,2012,1,10,xyz,2041-01-10
6812,8666,-1854,2012,1,11,xyz,2041-01-11
9803,2730,7073,2012,1,12,xyz,2041-01-12
4854,2370,2484,2012,1,13,xyz,2041-01-13
9006,5745,3261,2012,1,14,xyz,2041-01-14
2890,2929,-39,2012,1,15,xyz,2041-01-15
4177,7451,-3274,2012,1,16,xyz,2041-01-16
2722,1233,1489,2012,1,17,xyz,2041-01-17
8378,2013,6365,2012,1,18,xyz,2041-01-18
2979,6888,-3909,2012,1,19,xyz,2041-01-19
5800,7420,-1620,2012,1,20,xyz,2041-01-20
7931,1844,6087,2012,1,21,xyz,2041-01-21
1550,2525,-975,2012,1,22,xyz,2041-01-22
5158,8283,-3125,2012,1,23,xyz,2041-01-23
2709,1496,1213,2012,1,24,xyz,2041-01-24
5740,1791,3949,2012,1,25,xyz,2041-01-25
6110,5910,200,2012,1,26,xyz,2041-01-26
2382,3147,-765,2012,1,27,xyz,2041-01-27
2728,3476,-748,2012,1,28,xyz,2041-01-28
7311,9301,-1990,2012,1,29,xyz,2041-01-29
6027,8074,-2047,2012,1,30,xyz,2041-01-30
8855,2208,6647,2012,1,31,xyz,2041-01-31
5136,7550,-2414,2012,2,1,xyz,2041-02-01
6625,9847,-3222,2012,2,2,xyz,2041-02-02
7674,2501,5173,2012,2,3,xyz,2041-02-03
3783,5168,-1385,2012,2,4,xyz,2041-02-04
1955,6723,-4768,2012,2,5,xyz,2041-02-05
3535,867,2668,2012,2,6,xyz,2041-02-06
8864,7214,1650,2012,2,7,xyz,2041-02-07
6272,3828,2444,2012,2,8,xyz,2041-02-08
7862,3388,4474,2012,2,9,xyz,2041-02-09
4841,4173,668,2012,2,10,xyz,2041-02-10
9854,5004,4850,2012,2,11,xyz,2041-02-11
8503,1410,7093,2012,2,12,xyz,2041-02-12
6067,2326,3741,2012,2,13,xyz,2041-02-13
2803,2799,4,2012,2,14,xyz,2041-02-14
2746,2950,-204,2012,2,15,xyz,2041-02-15
9686,2617,7069,2012,2,16,xyz,2041-02-16
2225,5416,-3191,2012,2,17,xyz,2041-02-17
7664,8035,-371,2012,2,18,xyz,2041-02-18
2575,6305,-3730,2012,2,19,xyz,2041-02-19
4566,2324,2242,2012,2,20,xyz,2041-02-20
5349,9158,-3809,2012,2,21,xyz,2041-02-21
9153,5712,3441,2012,2,22,xyz,2041-02-22
1974,4487,-2513,2012,2,23,xyz,2041-02-23
5612,9320,-3708,2012,2,24,xyz,2041-02-24
7963,7306,657,2012,2,25,xyz,2041-02-25
2475,5197,-2722,2012,2,26,xyz,2041-02-26
5195,7537,-2342,2012,2,27,xyz,2041-02-27
2087,7252,-5165,2012,2,28,xyz,2041-02-28
5304,6221,-917,2012,3,1,xyz,2041-03-01
7491,4399,3092,2012,3,2,xyz,2041-03-02
6831,8464,-1633,2012,3,3,xyz,2041-03-03
8229,4804,3425,2012,3,4,xyz,2041-03-04
6578,9066,-2488,2012,3,5,xyz,2041-03-05
8930,5142,3788,2012,3,6,xyz,2041-03-06
6317,5376,941,2012,3,7,xyz,2041-03-07
6751,657,6094,2012,3,8,xyz,2041-03-08
8326,9373,-1047,2012,3,9,xyz,2041-03-09
9258,2190,7068,2012,3,10,xyz,2041-03-10
2659,7793,-5134,2012,3,11,xyz,2041-03-11
7690,3426,4264,2012,3,12,xyz,2041-03-12
7068,1839,5229,2012,3,13,xyz,2041-03-13
9860,2055,7805,2012,3,14,xyz,2041-03-14
5741,3075,2666,2012,3,15,xyz,2041-03-15
8390,8835,-445,2012,3,16,xyz,2041-03-16
6379,1742,4637,2012,3,17,xyz,2041-03-17
9829,2678,7151,2012,3,18,xyz,2041-03-18
3151,6638,-3487,2012,3,19,xyz,2041-03-19
9265,2319,6946,2012,3,20,xyz,2041-03-20
4251,1280,2971,2012,3,21,xyz,2041-03-21
2914,4660,-1746,2012,3,22,xyz,2041-03-22
6141,8129,-1988,2012,3,23,xyz,2041-03-23
2827,5158,-2331,2012,3,24,xyz,2041-03-24
9657,9570,87,2012,3,25,xyz,2041-03-25
5760,7212,-1452,2012,3,26,xyz,2041-03-26
2335,841,1494,2012,3,27,xyz,2041-03-27
3986,4607,-621,2012,3,28,xyz,2041-03-28
4761,2956,1805,2012,3,29,xyz,2041-03-29
3373,7835,-4462,2012,3,30,xyz,2041-03-30
2489,9386,-6897,2012,3,31,xyz,2041-03-31
8380,727,7653,2012,4,1,xyz,2041-04-01
4727,1679,3048,2012,4,2,xyz,2041-04-02
4195,8927,-4732,2012,4,3,xyz,2041-04-03
5448,3416,2032,2012,4,4,xyz,2041-04-04
4606,854,3752,2012,4,5,xyz,2041-04-05
3669,5969,-2300,2012,4,6,xyz,2041-04-06
7692,1928,5764,2012,4,7,xyz,2041-04-07
9853,1542,8311,2012,4,8,xyz,2041-04-08
1355,8293,-6938,2012,4,9,xyz,2041-04-09
5367,2244,3123,2012,4,10,xyz,2041-04-10
3809,8096,-4287,2012,4,11,xyz,2041-04-11
3356,3262,94,2012,4,12,xyz,2041-04-12
2017,5669,-3652,2012,4,13,xyz,2041-04-13
9427,1143,8284,2012,4,14,xyz,2041-04-14
6953,5815,1138,2012,4,15,xyz,2041-04-15
7767,8226,-459,2012,4,16,xyz,2041-04-16
8213,3143,5070,2012,4,17,xyz,2041-04-17
2329,7894,-5565,2012,4,18,xyz,2041-04-18
2814,2586,228,2012,4,19,xyz,2041-04-19
6204,822,5382,2012,4,20,xyz,2041-04-20
6447,4788,1659,2012,4,21,xyz,2041-04-21
3507,5057,-1550,2012,4,22,xyz,2041-04-22
1996,2388,-392,2012,4,23,xyz,2041-04-23
2714,6654,-3940,2012,4,24,xyz,2041-04-24
3073,6004,-2931,2012,4,25,xyz,2041-04-25
4918,3415,1503,2012,4,26,xyz,2041-04-26
4493,7611,-3118,2012,4,27,xyz,2041-04-27
8194,8909,-715,2012,4,28,xyz,2041-04-28
7271,2602,4669,2012,4,29,xyz,2041-04-29
6439,4731,1708,2012,4,30,xyz,2041-04-30
3441,8044,-4603,2012,5,1,xyz,2041-05-01
4865,4820,45,2012,5,2,xyz,2041-05-02
2670,759,1911,2012,5,3,xyz,2041-05-03
4114,5902,-1788,2012,5,4,xyz,2041-05-04
1849,5769,-3920,2012,5,5,xyz,2041-05-05
6709,9370,-2661,2012,5,6,xyz,2041-05-06
6028,4032,1996,2012,5,7,xyz,2041-05-07
9738,2594,7144,2012,5,8,xyz,2041-05-08
5460,2930,2530,2012,5,9,xyz,2041-05-09
4517,6413,-1896,2012,5,10,xyz,2041-05-10
1983,4248,-2265,2012,5,11,xyz,2041-05-11
1132,2458,-1326,2012,5,12,xyz,2041-05-12
1136,4964,-3828,2012,5,13,xyz,2041-05-13
3082,5034,-1952,2012,5,14,xyz,2041-05-14
2295,2894,-599,2012,5,15,xyz,2041-05-15
6256,4347,1909,2012,5,16,xyz,2041-05-16
2208,3795,-1587,2012,5,17,xyz,2041-05-17
1210,8843,-7633,2012,5,18,xyz,2041-05-18
9836,3612,6224,2012,5,19,xyz,2041-05-19
